Party	Information	Race	Edu	Year_stayed	Age_Cat	gender	Climate	Local_att	Local_com	Imme_fam	Government	Insurance	reason	flood_zone_cover	private	public	Policy_Support
2.980134043	3.046041909	1.127802944	3.029402881	2.885096867	2.737205893	1.076776311	2.069718455	1.955886564	3.235336624	4.108232945	0.72664057	2.279713673	4.245983067	1.290124899	7.110155229	6.714288579	3.120332522
2.089365014	3.778411062	2.820421113	3.122094853	3.872234377	4.188838157	2.290223095	2.061691209	2.785181674	4.936537712	4.800605741	1.828460924	1.969797879	2.880875515	0.888596687	4.886226576	5.892450323	1.918494194
2.766643919	2.87138776	1.937597199	1.755616652	2.11927239	2.062913762	2.005935695	3.201473661	0.951466604	2.873960952	2.857144704	2.898427008	0.973878758	0.70152226	1.953279013	4.974975537	6.296551493	2.185374143
2.716367404	1.915977363	1.179270543	3.223214022	2.87399447	2.75302996	2.066249179	0.821498539	0.849422246	4.02797575	2.799241067	2.135963263	1.093516554	1.09529776	0.734860046	6.94926708	7.08729509	2.923917394
1.978045597	4.066531942	1.034987242	1.158879541	3.918946279	3.263278602	1.885234233	1.73444306	2.025856016	3.946968531	2.251285019	0.920607566	0.710909945	1.032777255	1.030570717	3.171169824	5.074718655	0.876786946
2.257540029	2.859810146	0.921744084	2.267288812	2.96328626	0.757857059	0.770521863	1.738091194	0.955894834	4.234335343	4.262401455	1.062198931	2.10919754	3.156431583	1.180094505	5.017445533	6.767269891	2.034961592
2.244255483	2.185558821	1.189507582	0.991269908	4.135632867	1.962566734	2.243073871	3.175595256	1.713449099	2.992362265	3.789590649	1.716945795	0.887948152	1.159298919	0.909843443	4.786084229	6.800857669	2.786779449
2.198669247	3.123612782	1.800575463	2.237064626	4.14922326	0.883083649	0.811002076	0.817678664	0.812987698	1.731805107	2.931728638	1.287467411	0.801936095	0.915016344	1.267716689	4.844658846	6.052771308	1.734882411
2.178001555	1.051316471	3.077627476	2.867596081	2.763809008	2.088826926	0.788102419	2.022537415	0.907643688	4.099120818	4.238042601	2.965759663	0.896673178	0.950504974	1.2037504	7.066212	6.181006028	3.209022413
1.954418347	0.869920071	1.723724479	2.713474259	3.013469201	1.798854958	1.279093901	2.061692412	3.178965449	4.12648682	3.164174563	3.933170942	1.864661856	3.116038809	4.18259971	4.998518601	7.037087062	2.132982368
2.072618225	2.959507625	0.789925202	2.839386989	3.834848758	5.297706458	2.050598014	0.745048753	1.843543464	4.216523826	3.224081691	2.04281727	1.764231761	2.177530953	1.237966512	4.895608589	6.193208777	2.116886593
2.276301916	4.018241977	1.960807871	1.937430914	3.853060916	1.032250601	0.935958665	0.931250615	1.20742375	2.848011992	3.094261602	3.031968557	1.031497843	0.88599434	1.170364024	5.297121408	4.216543666	1.160113273
1.078514946	1.092276869	3.113445061	1.855541248	4.179193618	5.712278548	1.040394424	1.223758657	1.954969739	2.086192041	3.289286787	3.976123474	0.749525344	1.040123021	1.845368665	6.999603109	7.219320761	2.764965629
2.158870627	2.135047755	0.702241309	0.806761708	4.155202827	2.133564973	2.051681622	2.901397086	1.933004291	2.873226372	3.702348595	2.252763807	1.072963775	0.984557924	1.265744811	4.964324947	6.845033416	1.784710125
2.140309055	3.709228679	3.215045267	2.248392908	3.827076007	3.080203673	2.137713122	2.089023845	1.15918453	3.113973869	3.039294119	3.033175239	1.294615492	1.192299205	1.943821165	4.922490748	7.046755925	2.797077299
1.196269668	4.266667734	2.717808773	2.065861226	4.289668879	5.993999718	1.752039119	3.180627058	1.288764039	4.038091864	2.29853473	1.191294072	1.056624589	0.759452936	1.22371774	5.907392134	6.984566623	3.223328316
1.880432108	3.809108837	1.017120316	2.055536735	2.871586325	3.157766623	1.242350044	3.08917066	2.915533111	3.032559199	3.860573888	1.774384267	1.031317116	1.296266831	1.231662339	6.791218403	6.771522747	3.055383915
1.725255718	3.814384701	1.001979427	3.120936681	2.258515618	3.853767637	0.949596517	0.852561272	1.99441989	3.054105724	4.222087288	1.74108084	1.299546348	1.148638081	0.771030602	5.26855999	6.842016473	2.779727196
1.954801765	1.796240657	1.997047985	2.292448957	3.709748371	1.283248	1.015403944	0.953660242	1.26396275	2.997452506	3.138965687	0.905869147	1.239949597	1.121002088	1.096916399	4.823858845	5.055645765	2.064181236
2.133403381	2.773044971	0.71771531	2.100055667	3.237611662	1.245230214	0.805045328	1.964921948	0.779224877	3.794026847	4.127990997	1.13061363	2.282001027	2.818075345	0.705134261	5.260943703	7.26984522	3.046101691
1.227623571	2.748377584	1.266636259	0.759368857	4.118345155	5.912167578	1.074256043	3.126750169	2.256654524	4.258790541	4.0620665	0.91412246	0.805309533	0.716095419	0.795246748	0.860949638	4.156519996	0.859966637
2.883985838	3.079360312	1.986165118	2.852680362	3.208566848	4.047999813	1.044436086	1.804247525	2.181542406	4.82571175	4.120102049	0.792837286	0.837288901	1.171592536	1.092078731	4.741506978	5.801064412	2.201311677
3.215341963	4.140149582	1.855588173	1.965116015	1.290935933	4.256162897	2.099976904	1.217089404	2.055507446	0.940219528	1.240971209	4.136327421	1.927528055	2.956749109	1.861013682	7.00020722	7.179172522	2.945061995
2.154007734	3.86538712	2.992061996	3.004392302	2.733076846	6.191138017	2.266866869	1.154031831	1.085342117	3.039428647	3.067271416	2.934977931	1.208695253	1.212485703	3.879894395	3.797063737	3.956295533	0.868228377
2.131488005	3.877306281	3.094394655	0.993503677	3.993882904	3.808056059	1.959375418	2.111380469	1.7656006	1.927828014	1.797319298	4.230536756	1.820001308	4.147535381	1.175306219	7.119548092	6.987167116	2.8939842
2.210841849	2.8351176	1.083169778	2.164606181	2.941696655	1.955624828	2.090110042	0.755142734	1.167610232	3.29297124	3.01204819	2.725697478	0.900346171	1.106121882	1.783396021	4.788048523	7.088700738	2.02723258
1.720928954	2.160473971	1.230347917	1.188190296	4.157652303	1.858529485	1.911543754	3.237694417	1.858065103	3.189295461	4.005130439	1.884145036	1.177814949	1.104339216	1.194506357	5.015404668	7.261172286	2.134089097
2.724935269	4.150949817	2.888849344	0.900047188	3.851450834	5.881643812	2.006341731	2.13878468	2.240297791	2.150324622	0.745262375	3.099890302	2.203398627	2.710430129	1.00948962	5.079708173	6.136971209	1.77676349
3.094110268	2.226617737	2.935339208	2.189294704	3.806172175	4.105448816	2.054579591	0.786759755	1.970479588	2.871098718	2.972571784	3.279037308	1.808234445	4.232124035	1.240367565	6.902792842	7.254935982	3.288780611
1.297983992	2.000743289	3.096012887	2.700861187	3.839369212	1.909944377	2.249687143	2.087337813	1.256186101	3.827217676	5.0699345	1.255322015	0.751428123	1.138937986	0.991206455	6.978911268	6.97006738	2.732274354
1.26911386	4.074215173	3.290984272	2.13577114	4.055218984	5.838806576	1.84288682	3.28551516	0.916941896	1.821835156	2.966202795	2.893833366	2.128320962	1.877200363	0.942791392	5.072917885	5.129690534	1.843843004
3.044711767	1.243131685	3.087045201	3.175705559	3.957638105	4.746676878	1.997125742	2.272614164	1.918829308	2.938744112	2.1217738	3.797231307	2.169612524	3.862543842	1.26555003	2.939228462	2.830533729	1.174214244
2.119851945	4.227494918	2.988399217	1.81879108	3.29370029	1.727421765	2.239689151	2.184782618	2.12746488	3.893638127	3.081653552	1.103701451	2.077836853	2.903476907	1.058207924	6.723777175	5.018921584	1.929160638
2.758035578	2.724506211	2.937208775	1.95748255	4.208572796	5.925717736	0.889764955	1.942683872	1.110531221	2.971650865	3.098402112	2.980267941	1.289102984	0.820340702	0.776654942	6.720861452	5.290672834	2.175940956
3.020030948	1.865032479	2.154472387	1.902093976	3.851601408	2.780372353	1.804092466	1.291889834	1.010611014	3.008069845	2.798247755	0.962248611	1.71915505	1.713405049	0.733444005	1.843797938	7.260540166	1.059042637
2.953956315	3.835239422	2.134802636	1.253311664	4.058915627	5.987445841	2.059540499	3.187803039	3.217317498	5.132305584	3.748515739	3.938002898	1.850377562	2.780540726	2.075960684	2.783031176	5.105695231	0.751913902
1.867444258	0.739125875	0.728351553	2.855385298	3.056268816	2.070403044	1.01555098	0.751820241	2.135797689	3.15040402	2.822063024	2.956841335	1.12941143	0.761310955	0.884529639	2.861567063	4.898394447	0.866931761
1.921601293	1.785846303	0.817072043	3.121220749	1.874001604	3.800423513	1.082868577	1.000006957	0.906225473	3.742615908	3.130963732	2.277647706	2.238671477	3.749728852	1.147830217	4.941154946	5.717068666	1.894956078
2.180392121	0.806839243	0.854820053	2.753065107	2.060190654	3.111847396	0.93932249	2.118649085	2.083979755	3.058079189	2.906818069	1.127570505	2.216340917	3.020285427	0.872296244	4.817853979	5.024263621	2.073896033
2.79140367	2.98015772	1.917354947	1.756955122	4.099027742	1.761994832	2.230239735	1.148819705	2.245384591	3.178379605	3.183930608	1.994516318	1.887406013	3.841861036	0.995469992	4.237137642	5.854911717	1.741980141
2.174822071	4.078223626	0.8415473	0.715863504	3.746508393	5.194316077	1.215338887	1.785417099	2.240007646	0.787143948	4.148381079	2.784669396	1.069714876	0.971615254	0.871008148	6.708128119	5.860026805	3.017685591
0.793861441	3.145321463	2.958915853	3.09212329	4.293804045	4.85617731	1.052674673	1.800711451	1.799503802	3.96364844	3.743640751	2.257008705	1.220647669	0.711798087	0.870397129	5.788255398	6.291903942	2.738997341
2.292158633	1.782355848	3.19752339	2.859462713	4.034526343	5.797565233	0.912971121	0.833857001	1.918020883	2.060268118	2.925441137	3.111651104	1.950473421	1.968744483	1.12962247	5.197349658	5.134502737	2.264326496
1.950703612	2.788081144	1.247238559	3.270867215	2.286370546	2.144757541	0.90630422	2.035309519	2.045306318	3.111454001	2.968612282	1.857060003	1.04322962	0.768912317	1.222517928	3.963218253	6.803999951	2.118799182
1.819821165	3.852321587	1.935486128	2.098701183	4.129280014	1.122353693	0.768300375	0.856791161	1.181643515	3.295750395	3.159200063	2.841710943	1.078124183	1.063188711	0.926557151	4.736641392	4.137494526	1.229137693
1.936565851	2.865445193	1.182709857	2.850970664	1.988287084	6.102193577	2.013332936	2.924990987	1.958574869	4.905384432	3.927153351	1.206172178	1.852633143	2.711869169	3.836166746	3.778508611	6.116549134	1.874291854
1.772273392	3.189421605	2.783379373	2.289393267	4.290388832	4.81853169	2.080818334	1.782889939	1.142708221	2.925050958	2.748413591	1.919982703	1.892522799	2.889386268	0.842096614	6.960331165	6.842046134	2.718131612
2.058151856	0.885624498	2.777283805	2.911984746	1.911604155	3.249276051	1.043660976	2.084706688	2.051148169	4.284516967	4.05618197	2.781480543	0.99631061	0.867139111	0.776999444	2.952148889	6.247632154	2.071439045
2.096858532	1.778099794	2.967509937	2.047928161	3.216714741	0.783263772	2.263694614	3.219139539	2.203046466	3.086993464	3.806217982	3.847142439	1.1101401	1.180634699	4.241693897	5.246678676	4.800184598	2.218188939
2.025147129	1.875923025	0.914092777	1.799908966	4.248390956	4.243433834	1.966416436	1.983009926	2.221070974	3.795649896	4.028632692	0.782373739	1.179978988	0.913525703	0.868864216	4.749891418	4.02265876	1.059637589
2.7736268	3.931479736	3.01187969	1.77266514	4.173870386	6.027950541	1.081072989	1.035500465	2.02572656	2.296221008	5.155653722	1.894048214	1.973474231	4.174020933	2.064820411	4.889436996	6.72635398	1.943655684
3.020097599	3.081636419	1.829714157	2.219636574	2.263011552	1.063266672	2.146510711	3.031210413	2.088920446	4.957237045	4.151843366	2.167241385	0.904149495	0.881288112	1.039292298	4.780050799	5.229231732	2.21318341
1.796714757	3.212856678	3.129665629	1.094838942	4.142686534	5.240872925	2.147563728	3.285142924	0.808129798	3.003818219	2.924666475	1.284904578	1.129362503	1.128990837	0.904723977	1.738626223	6.105339605	0.792703869
2.249533435	1.027105562	2.880735076	2.117423063	3.837997596	4.794495506	1.998774725	2.744580408	2.06465395	4.918286421	4.902546842	2.289862476	0.787145808	1.151470946	0.884553145	4.739421015	6.02880699	2.111618443
0.793914178	2.287552429	3.17954481	3.262709409	2.991011013	4.210654074	2.117963329	1.719825518	1.998342111	4.213908597	3.265766484	3.233302914	2.062732604	2.999575424	1.133524743	1.018343102	4.049669674	1.225426113
2.777638529	0.858950138	2.819252336	3.142689344	4.032551741	5.713512349	0.914746609	3.169301976	1.104454039	4.129584149	4.022734293	2.847956597	2.210673632	3.264250755	0.827800018	5.002472512	6.90474208	2.784111106
0.739225354	2.211958172	3.209524241	2.875354942	4.281703003	6.159886629	1.865281323	1.182120218	1.019698437	2.71244914	2.927987616	3.061986231	0.873252405	1.038751409	0.900845132	2.826958749	5.719837134	0.843498546
1.020195356	1.27769943	2.7895084	3.266901307	3.135207606	3.219101275	0.906887911	1.24699329	2.106075482	2.833644221	2.774473952	3.842829125	1.123971566	1.174304889	2.277923145	0.714257677	2.182305972	1.053784133
2.234222783	1.750729642	0.890613608	1.712854239	4.209180293	3.883382116	1.70262052	2.290464616	2.00862644	3.750958443	3.873260548	1.206189563	0.754080285	0.73637218	1.125384638	5.273391372	4.216048911	0.752585847
1.022552888	2.999835483	2.894327509	0.945956177	3.860551565	1.268116606	0.787916833	1.757532957	1.843066141	3.811616681	3.715321367	3.007189218	1.291177318	1.149883314	0.757187458	4.735257464	7.21526328	2.265417731
3.014838289	4.126352375	2.23963667	1.853738191	4.181988743	5.886028942	2.189070957	2.156982755	1.789528063	1.87629631	1.82236502	3.04950627	2.144489244	3.116149226	0.709593095	7.208730456	6.270684681	2.858631778
2.715955849	4.059201529	2.254014657	1.209238962	4.298494645	6.228232391	1.723084124	3.130828881	3.159974353	5.082483797	3.983663485	4.291298581	2.033727421	3.006291461	2.210656864	2.774372096	5.024182477	1.220839443
3.01633345	1.02676309	3.173596082	2.262877563	3.160383315	4.116623442	2.20503151	3.081701229	1.79197007	4.073550498	5.141881273	1.013970285	0.834591505	1.027063079	1.193650244	5.172274035	6.160790452	2.228133975
1.069546496	1.232105112	2.746445527	3.022468061	2.179570033	3.053377989	2.065156852	1.014528154	0.762008477	3.217848393	3.214137154	3.13194874	1.766007454	1.919259158	1.044700526	6.067831521	5.92361952	3.181825264
1.70050067	2.15580879	1.274755994	0.910050649	3.097476303	1.291007212	1.903615018	1.739055258	2.236838516	3.061515985	4.209060518	1.939112665	1.932316666	3.159046155	4.056226045	5.014560919	5.99743922	1.942598182
3.247950668	0.816066148	3.161832952	1.747314479	2.077290059	3.122301697	1.882866394	2.234890652	1.718516607	4.173428124	4.258463077	3.247413154	2.269916312	3.179373845	1.285002652	5.268915314	7.249529585	3.134045421
2.05649321	1.27770063	1.043039914	1.747001668	2.893500099	2.292865966	0.930469898	2.071053767	0.929711225	4.21015327	4.111349435	1.190925643	1.881734138	2.714758463	1.101177924	5.048302271	6.866544412	2.217812419
2.924560278	1.280055924	2.764402564	2.714478803	3.274895078	5.280364138	2.136281028	1.949356628	2.116665826	3.874463366	3.91927719	0.703629207	1.179464816	1.124864926	0.802724923	7.192515025	5.799058055	3.051964523
0.718706737	3.197757054	0.965456644	0.739677049	3.706382644	6.007528282	0.974290556	3.063805668	2.085924493	3.905847746	3.995157566	0.841387218	1.265366293	0.950578954	1.000150788	1.089500041	3.955937777	0.907734642
0.801802276	3.260203252	2.713267641	3.188482815	3.734297262	5.756675472	0.914680561	1.085069769	2.02133071	3.746494476	2.856848492	3.847026358	1.855636402	1.857822987	1.805316306	5.245800956	6.767343436	1.840173533
2.194674028	2.972766681	1.160001533	2.914483935	1.844070904	1.826814687	0.967874023	1.80842987	1.791432215	2.779665364	3.209421222	2.272473067	0.850778465	0.708976662	1.078925688	4.071330419	6.968297127	2.135467404
2.220945729	0.784579354	2.970045124	3.047042136	3.782238664	1.978633356	2.121730875	2.140833832	1.70363084	3.760575641	5.286342707	3.296019164	2.138563859	3.847669931	1.065133679	6.942275266	6.055749515	3.293254381
3.071036124	0.718753405	2.963105067	2.140907005	3.720326732	3.877764318	1.80080233	2.179158654	1.755435078	2.839659278	4.105701934	2.801841011	1.255073536	0.922208751	1.841153497	4.875340162	5.881157974	2.180613726
2.87177581	2.831630311	3.020359069	2.817920904	1.753841911	3.860425119	1.950419415	1.8546442	1.164628162	4.817203213	4.073264248	1.109342333	1.180086517	0.894792581	1.176106291	6.998931001	4.974972377	1.792410826
2.844331666	2.797802008	1.115172758	3.05775114	3.838391817	4.121302792	0.966550711	2.209755753	2.920630458	3.708962988	2.85057879	1.093181434	1.943212573	4.062500073	2.109195573	4.86095065	5.93684888	1.870233753
2.791493183	3.287693527	2.194330432	2.773665843	4.21667516	4.277314845	1.947249078	2.032059639	2.113846902	3.936707532	4.26964832	2.740619214	1.891371718	3.027130129	1.062988161	6.797144322	6.941032331	3.160265455
1.718526696	2.105143668	0.765273313	1.092936623	3.885194387	2.056371234	1.998635892	3.229513577	2.263422748	3.142297627	4.134659949	2.184739923	0.732471979	0.718554099	1.28016779	4.989411215	6.714706758	1.707148893
2.212416554	2.74005901	0.899713798	2.158443499	2.976118449	0.992049456	1.040708702	2.168757797	1.101460093	4.251488409	3.961128546	0.999658658	1.84177021	3.253427645	1.079419185	5.031464738	6.964628015	2.226099552
1.995482171	3.149359773	3.17596551	1.998446489	3.161339932	6.029384747	1.003419069	0.893785321	0.761079677	3.143379009	3.201035352	2.967814307	1.779363207	3.251766093	0.978363728	3.874506615	6.297684385	2.018757619
1.714085196	2.842759311	3.166568354	1.284322765	3.747469423	4.298184303	2.115976885	2.857702359	2.225375715	1.20270241	1.723486186	3.223338569	1.085151971	1.279560322	1.092757613	3.08221026	5.88881389	1.282454522
1.23063495	2.226715659	2.953574782	2.954486227	2.708386317	2.709292071	0.962523501	0.995117023	2.268111453	2.862163542	3.122370974	1.803390284	0.945777156	0.751176547	0.956746741	2.812993198	6.939433297	1.905935444
2.128906003	0.85701113	2.214563138	1.886944143	3.179665624	1.219843227	2.147968643	2.295338786	0.786860148	4.082726624	1.732603734	4.255310165	0.789658119	1.061939593	2.215723252	5.006793153	6.776045392	1.927225897
2.042425421	3.972108737	0.755175459	1.737053662	4.155159511	1.76621568	1.92968422	0.888835399	0.762431481	2.86030815	2.922946673	3.195940592	0.817368738	1.250130012	3.770784471	2.804897963	7.051652197	1.926578374
3.076324087	2.755826595	2.956814	1.703956014	4.025157536	0.84992609	1.853296064	2.037451118	1.720519549	3.80289465	4.151134661	3.212669315	2.024972548	2.917891492	1.225037718	6.836440818	6.263823868	2.732680879
2.757389556	2.140578146	0.751212336	3.176747894	2.741787081	2.98020868	1.863315072	1.191735036	1.241833037	4.099508338	3.005637983	2.189485953	0.916106258	0.918729886	0.711681715	6.948139747	7.282550014	3.084364998
2.947760665	3.101259535	2.066703802	2.942588751	3.858017827	5.039848374	1.907182798	1.866486208	2.246198154	2.98934179	3.066026668	1.827506366	2.185104712	1.777072345	1.286214341	6.883873756	6.049568686	3.042893257
1.794371243	0.870036993	2.705303602	3.06128477	3.262101827	6.115369246	1.104446048	0.87862871	1.237669873	2.843044416	0.918477383	4.23155372	0.910747955	0.76633499	1.72011593	0.963919644	4.063516019	0.85783114
0.95613246	4.10046125	2.83354969	3.203153147	3.873097835	4.878951395	1.876523899	2.226186946	0.711881447	4.222969187	5.076190872	0.780361062	0.735709129	1.064581957	1.907595219	2.867321362	6.980081267	1.970047534
2.222888131	3.266089776	3.257678753	3.00073306	3.705031302	4.970158985	1.985272679	0.732579444	0.962094952	3.061285338	2.797004533	1.044590214	0.96071787	1.215931968	0.855318033	6.751381867	3.825416924	2.135606143
2.086843735	3.864642809	1.797400417	1.003646809	4.207980541	5.945937793	2.078582302	1.731669904	0.740637597	3.193318063	1.111013467	3.111677661	1.039813983	0.892729256	0.796110999	0.915023816	3.759387622	1.210945837
1.747744408	3.749512888	3.147006244	2.153836603	4.048475279	3.041623298	2.127767081	1.745730059	0.769320862	4.24544846	4.826501496	1.910120724	1.226720838	0.890535502	1.759395387	5.189592802	4.808464037	2.199873985
2.74070506	3.019390696	2.039206435	1.037234534	2.888979084	6.291288894	1.756519475	3.029876299	1.105815369	2.193644185	1.988143905	2.851567874	0.913803495	0.812702401	0.875928619	5.071479108	4.138196753	1.222764058
1.810547592	3.720937254	3.142112308	2.275623482	3.789946204	3.04277219	2.222430877	2.055745501	1.027183844	3.720121113	5.055120082	1.819347156	0.869393742	1.011454118	1.719840617	5.096586292	4.795118656	2.207887586
2.111178712	3.990427253	2.187036231	1.932844575	4.22139776	0.766576744	1.021088154	1.034200217	1.193011009	3.166124441	2.888075678	3.1931674	0.726838055	1.064217855	0.929613185	4.719656823	4.294230799	1.260674834
1.84116966	4.008950118	2.154277856	2.148691338	3.922736661	1.15734041	0.982870311	1.238279514	0.728325075	2.942913853	3.24916258	3.268620134	0.785015849	0.982972794	1.024607308	5.174550969	3.757936398	0.765122946
1.88164625	4.227229475	1.162168069	2.080128625	3.138106429	3.190778343	2.089583784	1.143942455	1.267780686	3.27685475	3.110438865	2.830523458	2.268098946	1.796981577	0.926717181	4.712544403	5.044791249	1.891834802
0.787326734	2.933139355	3.033216964	2.71887331	3.734768324	3.912873177	1.74344381	3.289256914	2.105427699	2.777349229	4.027252135	1.093181878	2.181856666	2.98127489	3.883197098	2.902029359	3.881474416	1.120898261
3.0114047	4.031774674	3.00365119	2.983524014	0.964822384	5.957352096	0.702744772	2.161860357	2.235992333	4.028542665	4.035123356	0.929993558	2.249027996	2.906325842	0.775175848	7.053306628	5.967673501	3.168828774
2.26843173	4.214595658	1.196200521	1.093862778	3.994838321	5.042583282	1.051830151	2.0058195	2.144007232	0.741337094	4.00835775	2.988546604	0.979540403	0.907793848	1.200194851	7.156558479	5.805353098	3.243701716
3.249491194	2.778406341	3.165179105	2.231005212	3.916286345	0.993715197	1.848858605	2.164865073	2.238455199	3.932721873	3.910193973	3.046029424	1.983900345	3.063754531	0.785841755	7.175948786	5.706244975	2.737275859
2.841277686	4.014579732	3.124338956	1.813526516	4.035235419	4.242084544	1.091899405	0.715367254	1.195965916	3.978977947	2.146921038	3.090837084	0.764680791	1.163506379	0.822466957	2.807696906	4.889021474	1.212385805
2.784598832	1.056310421	2.147372329	0.953671456	4.095068387	5.980130751	2.13322556	0.808977421	1.843539198	3.860545984	1.052083304	2.285927063	2.245362372	1.95589394	3.978940359	3.227258079	2.867583721	1.086650165
2.271431296	2.830459884	1.774378504	0.86165546	4.218528542	3.856467058	1.724846913	2.038288286	2.165632343	4.265605359	0.815727827	2.741055234	1.093924093	1.253420648	4.069394589	2.717754966	6.289558787	0.742603976
3.285584049	4.039395917	1.896957408	1.993346705	3.791999568	3.125595966	2.130472849	1.080280881	1.218898263	2.822810679	3.277402517	0.932672704	0.788873481	0.908984269	0.76506536	6.234111824	7.159517459	2.931503922
1.142303933	3.966348244	2.753099101	2.07661851	4.250041084	0.838693514	2.135964077	0.844241338	1.833059957	3.98062515	4.156782411	3.018178907	0.724235449	0.945306668	0.971823448	7.057647017	5.900158477	3.157626329
3.009593181	3.204423388	3.198636885	1.880370788	4.263888871	5.180274521	1.720250668	1.852466907	1.270612368	5.119709887	1.782539368	2.757287747	1.723857913	3.798561512	4.154747769	6.085245712	7.125935785	3.020591272
1.166362401	3.738328842	2.052989558	1.229039323	1.979200116	2.991296094	1.712410245	2.920622358	2.780941554	5.18281997	4.799066226	3.286308404	0.945063133	1.078146752	1.143958965	4.857841642	7.256832838	2.028265566
3.161841093	3.225918556	3.246677272	2.274152907	3.910567071	0.824424243	1.824660474	1.723289113	2.274833969	3.818771861	4.109838829	2.845277371	2.130456772	2.899088853	1.017894907	6.959208846	5.995770326	3.019883958
1.74652907	3.888175378	0.796622163	0.864163413	3.070942124	1.815304915	1.206709288	0.80808517	0.710899023	2.930500505	4.20128858	1.931084535	1.866705704	4.265364645	3.196193502	7.161056016	5.743709155	3.039096422
2.132169641	2.92118442	3.070967378	2.934154919	2.810411148	4.993897693	0.900615993	1.181186053	1.972115625	3.772850346	2.729009606	3.104836111	2.137715067	1.995940509	1.867982058	5.866096191	5.808191128	2.135128585
2.915576468	4.24597663	2.773628177	2.075184784	3.225528622	1.885662266	1.994930598	1.778166583	1.935225263	4.299917545	4.040115664	3.08440284	2.224584139	4.13833898	1.262682444	4.783166133	2.773400488	1.029630695
